AirportID,City,Altitude,DST,Country,ICAO,IATA,Latitude,Longitude,Name,Source,Timezone,Type,TZDatabaseTimezone
112,Red Deer Industrial,2968,A,Canada,CYQF,YQF,52.18220138549805,-113.89399719238281,Red Deer Regional Airport,OurAirports,-7,airport,America/Edmonton
113,Windsor,622,A,Canada,CYQG,YQG,42.27560043334961,-82.95559692382812,Windsor Airport,OurAirports,-5,airport,America/Toronto
114,Watson Lake,2255,A,Canada,CYQH,YQH,60.11640167236328,-128.82200622558594,Watson Lake Airport,OurAirports,-8,airport,America/Vancouver
115,Kenora,1332,A,Canada,CYQK,YQK,49.788299560546875,-94.36309814453125,Kenora Airport,OurAirports,-6,airport,America/Winnipeg
116,Lethbridge,3048,A,Canada,CYQL,YQL,49.6302986145,-112.800003052,Lethbridge County Airport,OurAirports,-7,airport,America/Edmonton
117,Moncton,232,A,Canada,CYQM,YQM,46.11220169067383,-64.67859649658203,Greater Moncton International Airport,OurAirports,-4,airport,America/Halifax
119,Comox,84,A,Canada,CYQQ,YQQ,49.71080017089844,-124.88700103759766,Comox Airport,OurAirports,-8,airport,America/Vancouver
120,Regina,1894,N,Canada,CYQR,YQR,50.43190002441406,-104.66600036621094,Regina International Airport,OurAirports,-6,airport,America/Regina
121,Thunder Bay,653,A,Canada,CYQT,YQT,48.37189865112305,-89.32389831542969,Thunder Bay Airport,OurAirports,-5,airport,America/Toronto
122,Grande Prairie,2195,A,Canada,CYQU,YQU,55.1796989441,-118.885002136,Grande Prairie Airport,OurAirports,-7,airport,America/Edmonton
123,Yorkton,1635,N,Canada,CYQV,YQV,51.26470184326172,-102.46199798583984,Yorkton Municipal Airport,OurAirports,-6,airport,America/Regina
124,North Battleford,1799,N,Canada,CYQW,YQW,52.76919937133789,-108.24400329589844,North Battleford Airport,OurAirports,-6,airport,America/Regina
125,Gander,496,A,Canada,CYQX,YQX,48.9369010925293,-54.56809997558594,Gander International Airport,OurAirports,-3.5,airport,America/St_Johns
126,Sydney,203,A,Canada,CYQY,YQY,46.1614,-60.047798,Sydney / J.A. Douglas McCurdy Airport,OurAirports,-4,airport,America/Halifax
127,Quesnel,1789,A,Canada,CYQZ,YQZ,53.026100158691406,-122.51000213623047,Quesnel Airport,OurAirports,-8,airport,America/Vancouver
128,Resolute,215,A,Canada,CYRB,YRB,74.7169036865,-94.9693984985,Resolute Bay Airport,OurAirports,-6,airport,America/Winnipeg
129,Riviere Du Loup,427,A,Canada,CYRI,YRI,47.764400482177734,-69.58470153808594,Rivière-du-Loup Airport,OurAirports,-5,airport,America/Toronto
130,Roberval,586,A,Canada,CYRJ,YRJ,48.52000045776367,-72.2656021118164,Roberval Airport,OurAirports,-5,airport,America/Toronto
131,Rocky Mountain House,3244,A,Canada,CYRM,YRM,52.4296989441,-114.903999329,Rocky Mountain House Airport,OurAirports,-7,airport,America/Edmonton
132,Rankin Inlet,94,A,Canada,CYRT,YRT,62.8114013672,-92.1157989502,Rankin Inlet Airport,OurAirports,-6,airport,America/Winnipeg
133,Sudbury,1141,A,Canada,CYSB,YSB,46.625,-80.79889678955078,Sudbury Airport,OurAirports,-5,airport,America/Toronto
134,Sherbrooke,792,A,Canada,CYSC,YSC,45.4385986328125,-71.69139862060547,Sherbrooke Airport,OurAirports,-5,airport,America/Toronto
135,St. John,357,A,Canada,CYSJ,YSJ,45.31610107421875,-65.89029693603516,Saint John Airport,OurAirports,-4,airport,America/Halifax
136,Fort Smith,671,A,Canada,CYSM,YSM,60.020301818847656,-111.96199798583984,Fort Smith Airport,OurAirports,-7,airport,America/Edmonton
137,Nanisivik,2106,A,Canada,CYSR,YSR,72.982201,-84.613602,Nanisivik Airport,OurAirports,-5,airport,America/Toronto
138,Summerside,56,A,Canada,CYSU,YSU,46.44060134887695,-63.83359909057617,Summerside Airport,OurAirports,-4,airport,America/Halifax
139,Sachs Harbour,282,A,Canada,CYSY,YSY,71.9938964844,-125.242996216,Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,OurAirports,-7,airport,America/Edmonton
140,Cape Dorset,164,A,Canada,CYTE,YTE,64.2300033569,-76.5267028809,Cape Dorset Airport,OurAirports,-5,airport,America/Toronto
141,Thompson,729,A,Canada,CYTH,YTH,55.80110168457031,-97.86419677734375,Thompson Airport,OurAirports,-6,airport,America/Winnipeg
142,Trenton,283,A,Canada,CYTR,YTR,44.118900299072266,-77.5280990600586,CFB Trenton,OurAirports,-5,airport,America/Toronto
143,Timmins,967,A,Canada,CYTS,YTS,48.569698333699996,-81.376701355,Timmins/Victor M. Power,OurAirports,-5,airport,America/Toronto
144,Toronto,252,A,Canada,CYTZ,YTZ,43.627499,-79.396202,Billy Bishop Toronto City Centre Airport,OurAirports,-5,airport,America/Toronto
145,Tuktoyaktuk,15,A,Canada,CYUB,YUB,69.43329620361328,-133.0260009765625,Tuktoyaktuk Airport,OurAirports,-7,airport,America/Edmonton
146,Montreal,118,A,Canada,CYUL,YUL,45.4706001282,-73.7407989502,Montreal / Pierre Elliott Trudeau International Airport,OurAirports,-5,airport,America/Toronto
147,Repulse Bay,80,A,Canada,CYUT,YUT,66.5214004517,-86.22470092770001,Repulse Bay Airport,OurAirports,-6,airport,America/Winnipeg
148,Hall Beach,30,A,Canada,CYUX,YUX,68.77610015869999,-81.2425,Hall Beach Airport,OurAirports,-5,airport,America/Toronto
149,Rouyn,988,A,Canada,CYUY,YUY,48.20610046386719,-78.83560180664062,Rouyn Noranda Airport,OurAirports,-5,airport,America/Toronto
150,La Ronge,1242,N,Canada,CYVC,YVC,55.151401519800004,-105.262001038,La Ronge Airport,OurAirports,-6,airport,America/Regina
151,Vermillion,2025,A,Canada,CYVG,YVG,53.355800628699996,-110.823997498,Vermilion Airport,OurAirports,-7,airport,America/Edmonton
152,Broughton Island,21,A,Canada,CYVM,YVM,67.5457992554,-64.03140258789999,Qikiqtarjuaq Airport,OurAirports,-5,airport,America/Toronto
153,Val D'or,1107,A,Canada,CYVO,YVO,48.0532989502,-77.7827987671,Val-d'Or Airport,OurAirports,-5,airport,America/Toronto
154,Quujjuaq,129,A,Canada,CYVP,YVP,58.096099853515625,-68.4269027709961,Kuujjuaq Airport,OurAirports,-5,airport,America/Toronto
155,Norman Wells,238,A,Canada,CYVQ,YVQ,65.28160095214844,-126.7979965209961,Norman Wells Airport,OurAirports,-7,airport,America/Edmonton
156,Vancouver,14,A,Canada,CYVR,YVR,49.193901062,-123.183998108,Vancouver International Airport,OurAirports,-8,airport,America/Vancouver
157,Buffalo Narrows,1423,N,Canada,CYVT,YVT,55.8418998718,-108.417999268,Buffalo Narrows Airport,OurAirports,-6,airport,America/Regina
158,Wiarton,729,A,Canada,CYVV,YVV,44.7458,-81.107201,Wiarton Airport,OurAirports,-5,airport,America/Toronto
159,Petawawa,427,A,Canada,CYWA,YWA,45.95220184326172,-77.31919860839844,Petawawa Airport,OurAirports,-5,airport,America/Toronto
160,Winnipeg,783,A,Canada,CYWG,YWG,49.909999847399995,-97.2398986816,Winnipeg / James Armstrong Richardson International Airport,OurAirports,-6,airport,America/Winnipeg
161,Wabush,1808,A,Canada,CYWK,YWK,52.92190170288086,-66.8644027709961,Wabush Airport,OurAirports,-4,airport,America/Halifax
162,Williams Lake,3085,A,Canada,CYWL,YWL,52.1831016541,-122.054000854,Williams Lake Airport,OurAirports,-8,airport,America/Vancouver
163,Wrigley,489,A,Canada,CYWY,YWY,63.20940017700195,-123.43699645996094,Wrigley Airport,OurAirports,-7,airport,America/Edmonton
164,Cranbrook,3082,A,Canada,CYXC,YXC,49.610801696777,-115.78199768066,Cranbrook/Canadian Rockies International Airport,OurAirports,-7,airport,America/Edmonton
165,Edmonton,2202,A,Canada,CYXD,YXD,53.5724983215,-113.521003723,Edmonton City Centre (Blatchford Field) Airport,OurAirports,-7,airport,America/Edmonton
166,Saskatoon,1653,N,Canada,CYXE,YXE,52.170799255371094,-106.69999694824219,Saskatoon John G. Diefenbaker International Airport,OurAirports,-6,airport,America/Regina
167,Medicine Hat,2352,A,Canada,CYXH,YXH,50.01890182495117,-110.72100067138672,Medicine Hat Airport,OurAirports,-7,airport,America/Edmonton
168,Fort Saint John,2280,A,Canada,CYXJ,YXJ,56.23809814453125,-120.73999786376953,Fort St John Airport,OurAirports,-7,airport,America/Dawson_Creek
169,Sioux Lookout,1258,A,Canada,CYXL,YXL,50.11389923095703,-91.9052963256836,Sioux Lookout Airport,OurAirports,-6,airport,America/Winnipeg
170,Pangnirtung,75,A,Canada,CYXP,YXP,66.1449966431,-65.71360015869999,Pangnirtung Airport,OurAirports,-5,airport,America/Toronto
171,Earlton,800,A,Canada,CYXR,YXR,47.697400654599996,-79.8473453522,Earlton (Timiskaming Regional) Airport,OurAirports,-5,airport,America/Toronto
172,Prince George,2267,A,Canada,CYXS,YXS,53.8894004822,-122.679000854,Prince George Airport,OurAirports,-8,airport,America/Vancouver
173,Terrace,713,A,Canada,CYXT,YXT,54.468498,-128.576009,Northwest Regional Airport Terrace-Kitimat,OurAirports,-8,airport,America/Vancouver
174,London,912,A,Canada,CYXU,YXU,43.035599,-81.1539,London Airport,OurAirports,-5,airport,America/Toronto
175,Abbotsford,195,A,Canada,CYXX,YXX,49.025299072265625,-122.36100006103516,Abbotsford Airport,OurAirports,-8,airport,America/Vancouver
176,Whitehorse,2317,A,Canada,CYXY,YXY,60.7095985413,-135.067001343,Whitehorse / Erik Nielsen International Airport,OurAirports,-8,airport,America/Vancouver
177,North Bay,1215,A,Canada,CYYB,YYB,46.363602,-79.422798,North Bay Jack Garland Airport,OurAirports,-5,airport,America/Toronto
178,Calgary,3557,A,Canada,CYYC,YYC,51.113899231,-114.019996643,Calgary International Airport,OurAirports,-7,airport,America/Edmonton
179,Smithers,1712,A,Canada,CYYD,YYD,54.82469940185547,-127.18299865722656,Smithers Airport,OurAirports,-8,airport,America/Vancouver
180,Fort Nelson,1253,A,Canada,CYYE,YYE,58.8363990784,-122.597000122,Fort Nelson Airport,OurAirports,-8,airport,America/Vancouver
181,Penticton,1129,A,Canada,CYYF,YYF,49.46310043334961,-119.60199737548828,Penticton Airport,OurAirports,-8,airport,America/Vancouver
182,Charlottetown,160,A,Canada,CYYG,YYG,46.290000915527344,-63.12110137939453,Charlottetown Airport,OurAirports,-4,airport,America/Halifax
183,Spence Bay,92,A,Canada,CYYH,YYH,69.5466995239,-93.5766983032,Taloyoak Airport,OurAirports,-7,airport,America/Edmonton
184,Victoria,63,A,Canada,CYYJ,YYJ,48.646900177,-123.426002502,Victoria International Airport,OurAirports,-8,airport,America/Vancouver
185,Lynn Lake,1170,A,Canada,CYYL,YYL,56.86389923095703,-101.07599639892578,Lynn Lake Airport,OurAirports,-6,airport,America/Winnipeg
186,Swift Current,2680,N,Canada,CYYN,YYN,50.291900634799994,-107.691001892,Swift Current Airport,OurAirports,-6,airport,America/Regina
187,Churchill,94,A,Canada,CYYQ,YYQ,58.739200592041016,-94.06500244140625,Churchill Airport,OurAirports,-6,airport,America/Winnipeg
188,Goose Bay,160,A,Canada,CYYR,YYR,53.3191986084,-60.4258003235,Goose Bay Airport,OurAirports,-4,airport,America/Halifax
189,St. John's,461,A,Canada,CYYT,YYT,47.618598938,-52.7518997192,St. John's International Airport,OurAirports,-3.5,airport,America/St_Johns
190,Kapuskasing,743,A,Canada,CYYU,YYU,49.41389846801758,-82.46749877929688,Kapuskasing Airport,OurAirports,-5,airport,America/Toronto
191,Armstrong,1058,A,Canada,CYYW,YYW,50.29029846191406,-88.90969848632812,Armstrong Airport,OurAirports,-5,airport,America/Toronto
