Active,Airline,AirlineID,Alias,Callsign,Country,IATA,ICAO
N,Orebro Aviation,3803,\N,BLUELIGHT,Sweden,"",BUE
N,Orel State Air Enterprise,3804,\N,ORPRISE,Russia,"",ORM
N,Organizacion De Transportes Aereos,3806,\N,ORGANIZACION,Mexico,"",OTA
N,Organizacoes Mambra,3807,\N,MAMBRA,Angola,"",OML
N,Orient Air,3808,\N,ORIENTSYR,Syrian Arab Republic,"",OVV
N,Orient Airlines,3809,\N,ORIENTROC,Sudan,"",OTR
N,Orient Airways,3810,\N,ORIENT LINER,Pakistan,"",ORN
N,Oriental Air Bridge,3812,\N,ORIENTAL BRIDGE,Japan,"",NGK
N,Oriental Airlines,3813,\N,ORIENTAL AIR,Nigeria,"",OAC
N,Orion Air Charter,3815,\N,ORION CHARTER,South Africa,"",OED
N,Orion-x,3816,\N,ORIONIX,Russia,"",OIX
N,Orlan-2000,3817,\N,ORLAN,Kazakhstan,"",KOV
N,Ornage Aircraft Leasing,3818,\N,ORANGE,Netherlands,"",RNG
N,Orscom Tourist Installations Company,3819,\N,ORSCOM,Egypt,"",OAD
N,OSACOM,3758,\N,J-PAT,United States,"",JPA
N,Osh Avia,3820,\N,OSH AVIA,Kyrgyzstan,"",OSH
N,Ostend Air College,3821,\N,AIR COLLEGE,Belgium,"",OCO
N,Oulun Tilauslento,3823,\N,FINN FLIGHT,Finland,"",FNL
N,Our Airline,3824,\N,OUR AIRLINE,Nauru,ON,RON
N,Out Of The Blue Air Safaris,3825,\N,OOTBAS,South Africa,"",OOT
N,Oxaero,3827,\N,OXOE,United Kingdom,"",OXE
N,Oxford Air Services,3828,\N,WOODSTOCK,United Kingdom,"",WDK
N,Oxley Aviation,3829,\N,"",Australia,"",OAA
N,Ozark Air Lines,3830,\N,OZARK,United States,OZ,OZR
N,P & P Floss Pick Manufacturers,3832,\N,KNOTTSBERRY,South Africa,"",KTL
N,PAC Air,3833,\N,PACAIR,United States,"",PCR
N,Paccair,3844,\N,WISCAIR,United States,"",WIS
N,Pace Airlines,3845,\N,PACE,United States,Y5,PCE
N,Pacific Air Boats,3846,\N,AIR BOATS,Canada,"",PAB
N,Pacific Air Charter,3847,\N,PACIFIC CHARTER,United States,"",PRC
N,Pacific Air Express,3848,\N,PACIFIC EXPRESS,United States,"",PCF
N,Pacific Air Transport,3849,\N,PAK EXPRESS,United States,"",PXP
N,Pacific Alaska Airlines,3851,\N,PACIFIC ALASKA,United States,"",PAK
N,Pacific Aviation (Australia),3852,\N,PACAV,Australia,"",PCV
N,Pacific Aviation (United States),3853,\N,"",United States,"",PCX
N,Pacific Blue,3854,\N,BLUEBIRD,New Zealand,DJ,PBN
N,Pacific Coast Airlines,3855,\N,SAGE BRUSH,United States,"",PQA
N,Pacific Express,16825,"","",United States,VB,\N
N,Pacific Flight Services,3858,\N,PACIFIC SING,Singapore,"",PFA
N,Pacific International Airlines,3859,\N,ROAD RUNNERS,United States,"",PIN
N,Pacific Jet,3861,\N,PACIFIC JET,United States,"",PCJ
N,Pacific Pearl Airways,3862,\N,PACIFIC PEARL,Philippines,"",PPM
N,Pacific Rim Airways,3863,\N,PACRIM,Australia,"",PAR
N,Pacific Southwest Airlines,3864,\N,SMILEY,United States,PS,PSX
N,Pacificair,3866,\N,"",Philippines,GX,""
N,Pacificair Airlines,3867,\N,PACIFIC WEST,United States,"",PFR
N,Package Express,3868,\N,RACE CITY,United States,"",RCY
N,Paisajes Espanoles,3869,\N,PAISAJES,Spain,"",PAE
N,Pak West Airlines,3870,\N,PLATINUM WEST,United States,"",PKW
N,Pakker Avio,3872,\N,PAKKER AVIO,Estonia,"",PKR
N,Pal Aerolineas,3873,\N,LINEASPAL,Mexico,"",LPA
N,Palair Macedonia,20777,"","",Macedonia,3D,PMK
N,Palair Macedonia (3D),20788,"","",Macedonia,3D,\N
N,Palau Asia Pacific Airlines,3874,\N,PALAU ASIAPAC,Palau,"",PPC
N,Palau Trans Pacific Airline,3875,\N,TRANS PACIFIC,Palau,GP,PTP
N,Palestinian Airlines,3876,\N,PALESTINIAN,Egypt,PF,PNW
N,Palmer Aviation,3877,\N,PALMER,United Kingdom,"",JSP
N,Pamir Airways,3878,\N,PAMIR,Afghanistan,NR,PIR
N,Pan African Air Services,3879,\N,PANAFRICAN,Sierra Leone,"",PFN
N,Pan African Airways,3880,\N,"",Kenya,"",ODM
N,PAN Air,3881,\N,PANNEX,United States,"",PAX
N,Pan Am Weather Systems,3882,\N,"",United States,"",XPA
N,Pan Am World Airways,3883,\N,"",Dominican Republic,"",PWD
N,Pan American Airways,3885,\N,"",United States,PA,PAA
N,Pan American World Airways,3886,\N,CLIPPER,United States,PA,PAA
N,Pan Europeenne Air Service,3887,\N,"",France,"",PEA
N,Pan Havacilik Ve Ticaret,3888,\N,PANANK,Turkey,"",PHT
N,Pan Malaysian Air Transport,3889,\N,PAN MALAYSIA,Malaysia,"",PMA
N,Panafrican Airways,3891,\N,PANWAYS,Ivory Coast,PQ,PNF
N,Panagra Airways,3892,\N,PANAGRA,United States,"",PGI
N,Pan-Air,3890,\N,PANAIRSA,Mexico,"",PNC
N,Panamedia,3893,\N,PANAMEDIA,Spain,"",PEI
N,Panavia,3894,\N,"",Panama,"",PVI
N,Panh,3895,\N,KUBAN LIK,Russia,"",PNH
N,Pannon Air Service,3896,\N,PANNON,Hungary,"",PHU
N,Panorama,3897,\N,PANORAMA,Spain,"",PNM
N,Panorama Air Tour,3898,\N,LANI,United States,"",PAH
N,Panorama Flight Service,3899,\N,AIRFED,United States,"",AFD
N,Pantanal Linhas Aéreas,3900,\N,PANTANAL,Brazil,P8,PTN
N,Papair Terminal,3901,\N,PAPAIR TERMINAL,Haiti,"",HMP
N,Paradise Airways,3902,\N,SEA RAY,United States,"",PAI
N,Paradise Island Airways,3903,\N,PARADISE ISLAND,United States,"",PDI
N,Paragon Air Express,3904,\N,PARAGON EXPRESS,United States,"",PGX
N,Paragon Global Flight Support,3905,\N,"",United Kingdom,"",PGF
N,Paramount Airlines,3906,\N,PARAMOUNT,Sierra Leone,"",PRR
N,Parcel Express,3908,\N,AIR PARCEL,United States,"",APE
N,Pariz Air,3909,\N,PARIZAIR,Iran,"",IRE
N,Pars Aviation Service,3910,\N,PARSAVIA,Iran,"",PRA
N,Parsa,3911,\N,TURISMO REGIONAL,Panama,"",PST
N,Parsons Airways Northern,3912,\N,"",Canada,"",FAP
N,Pascan Aviation,3913,\N,PASCAN,Canada,"",PSC
N,Patria Cargas Aereas,3915,\N,PATRIA,Argentina,"",PTC
N,Patriot Aviation Limited,3916,\N,BYTE,United Kingdom,"",BYT
N,Patterson Aviation Company,3917,\N,ENTEL,United States,"",ETL
N,Pawan Hans,3918,\N,PAWAN HANS,India,"",PHE
N,Payam Air,3919,\N,PAYAMAIR,Iran,"",IRP
N,PDQ Air Charter,3836,\N,DISPATCH,United States,"",PDQ
N,Peach Air,3920,\N,GOLDCREST,United Kingdom,"",KGC
N,Pearl Air,3921,\N,PEARL LINE,Pakistan,"",PRL
N,Pearl Air Services,3922,\N,PEARL SERVICES,Uganda,"",PBY
N,Pearl Airways,3923,\N,PEARL AIRWAYS,Haiti,HP,HPA
N,Peau Vava%Gʻ%@u,3924,\N,PEAU,Tonga,"",PVU
N,Pecotox Air,3925,\N,PECOTOX,Moldova,"",PXA
N,Pegasus Aviation,3927,\N,PEGAVIATION,Greece,"",PEV
N,Pegasus Hava Tasimaciligi,3928,\N,"",Turkey,1I,""
N,Pegasus Helicopters,3929,\N,HELIFALCON,Norway,"",HAK
N,Pelangi,17822,"","",Malaysia,9P,\N
N,Pelican Air Services,3930,\N,PELICAN AIRWAYS,South Africa,"",PDF
N,Pelican Express,3931,\N,PELICAN EXPRESS,United States,"",PEX
N,Pelita Air Service,3932,\N,PELITA,Indonesia,"",PAS
N,Pem-Air,3933,\N,PEM-AIR,Canada,"",PEM
N,Pen-Avia,3934,\N,PENDLEY,United Kingdom,"",PDY
N,Peninter Aerea,3936,\N,PENINTER,Mexico,"",PNE
N,Penya De L'Aire,3937,\N,PENA DEL AIRE,Spain,"",PCA
N,Peran,3938,\N,CVETA,Kazakhstan,"",CVT
N,Perforadora Central,3939,\N,PERFORADORA CENTRAL,Mexico,"",PCC
N,Perimeter Aviation,3940,\N,PERIMETER,Canada,"",PAG
N,Perm Airlines,3941,\N,PERM AIR,Russia,P9,PGP
N,Personas Y Pasquetes Por Air,3942,\N,PERSONSPAQ,Mexico,"",PPQ
N,Peruvian Air Force,3943,\N,"",Peru,"",FPR
N,Peruvian Navy,3944,\N,"",Peru,"",INP
N,Petroleos Mexicanos,3945,\N,PEMEX,Mexico,"",PMX
N,Petroleum Helicopters,3946,\N,PETROLEUM,United States,"",PHM
N,Petroleum Helicopters de Colombia,3947,\N,HELICOPTERS,Colombia,"",PHC
N,Petropavlovsk-Kamchatsk Air Enterprise,3948,\N,PETROKAM,Russia,"",PTK
N,Petty Transport,3949,\N,PETTY,United States,"",PTY
N,Phenix Aviation,3950,\N,NEW BIRD,France,"",PHV
N,Phetchabun Airline,3951,\N,PHETCHABUN AIR,Thailand,"",PMY
N,PHH Aviation System,3837,\N,"",United States,"",XAS
N,Philips Aviation Services,3953,\N,PHILAIR,Netherlands,"",PHI
N,Phillips Air,3954,\N,BEACHBALL,United States,"",BCH
N,Phillips Alaska,3955,\N,PADA,United States,"",PDD
N,Phillips Michigan City Flying Service,3956,\N,PHILLIPS,United States,"",PHL
N,Phoebus Apollo Aviation,3957,\N,PHOEBUS,South Africa,"",PHB
N,Phoebus Apolloa Zambia,3958,\N,CARZAM,Zambia,"",KZM
N,Phoenix Air Group,3959,\N,GRAY BIRD,United States,"",PHA
N,Phoenix Air Lines,3960,\N,PHOENIX BRASIL,Brazil,"",PHN
N,Phoenix Air Service,3961,\N,PHOENIX,Germany,"",PAM
N,Phoenix Air Transport,3962,\N,PAPAGO,United States,"",PPG
N,Phoenix Airline Services,3963,\N,WINDYCITY,United States,"",WDY
N,Phoenix Airways,3964,\N,"",Switzerland,HP,""
N,Phoenix Avia,3965,\N,PHOENIX ARMENIA,Armenia,"",PHY
N,Phoenix Aviation,3966,\N,PHOENIX GROUP,Kyrgyzstan,"",PHG
N,Phoenix Flight Operations,3967,\N,"",United States,"",XPX
N,Phuket Air,3968,\N,PHUKET AIR,Thailand,9R,VAP
N,Pilatus Flugzeugwerke,3970,\N,PILATUS WINGS,Switzerland,"",PCH
N,Pilatus PC-12 Center De Mexico,3971,\N,PILATUS MEXICO,Mexico,"",PLU
N,Pim Air,16760,"",Pim Air,Netherlands,"",PHJ
N,Pimichikamac Air,3972,\N,MIKISEW,Canada,"",MKS
N,Pineapple Air,3973,\N,PINEAPPLE AIR,Bahamas,"",PNP
N,Pinframat,3974,\N,PINFRAMAT,Angola,"",PIM
N,Pinnacle Air Group,3975,\N,PINNACLE GROUP,United States,"",PCL
N,Pioneer Airlines,3977,\N,PIONEER,United States,"",PIO
N,Pioneers Limited,3978,\N,"",Pakistan,"",PER
N,Pirinair Express,3979,\N,PRINAIR EXPRESS,Spain,"",PRN
N,Planar,3980,\N,PLANAR,Angola,"",PLN
N,Planemaster Services,3981,\N,PLANEMASTER,United States,"",PMS
N,Planet Airways,3982,\N,PLANET,United States,"",PLZ
N,Players Air,3983,\N,PLAYERS AIR,United States,"",PYZ
N,PLM Dollar Group,3838,\N,OSPREY,United Kingdom,"",PDG
N,Ploizeihubschrauberstaffel Hamburg,3984,\N,LIBELLE,Germany,"",LIB
N,Plymouth School of Flying,3985,\N,LIZARD,United Kingdom,"",PSF
N,Pocono Air Lines,3986,\N,POCONO,United States,"",POC
N,Podilia-Avia,3987,\N,PODILIA,Ukraine,"",PDA
N,Point Afrique Niger,3988,\N,POINTAIR NIGER,Niger,"",PAZ
N,Point Airlines,3989,\N,POINT AIRLINE,Nigeria,"",RMI
N,Pointair Burkina,3990,\N,POINTAIR BURKINA,Burkina Faso,"",PAW
N,Points of Call Airlines,3991,\N,POINTSCALL,Canada,"",PTS
N,Polar Air Cargo,3992,\N,POLAR,United States,PO,PAC
N,Polar Airlines de Mexico,3993,\N,POLAR MEXICO,Mexico,"",PMO
N,Polestar Aviation,3994,\N,POLESTAR,United Kingdom,"",PSR
N,Police Aux Frontiers,3996,\N,AIRPOL,France,"",POF
N,Police Aviation Services,3997,\N,SPECIAL,United Kingdom,"",PLC
N,Polish Air Force,3998,\N,POLISH AIRFORCE,Poland,"",PLF
N,Polish Navy,3999,\N,POLISH NAVY,Poland,"",PNY
N,Polizeifliegerstaffel Nordrhein-Westfalen,4000,\N,HUMMEL,Germany,"",NRW
N,Polizeihibschrauberstaffel Neidersachsen,4001,\N,POLICE PHOENIX,Germany,"",PPH
N,Polizeihuberschrauberstaffel Sachsen-Anhalt,4002,\N,POLICE IKARUS,Germany,"",PIK
N,Polizeihubschrafterstaffel Rheinland-Pfalz,4003,\N,SPERBER,Germany,"",SRP
N,Polizeihubschrauberstaffel Baden-Wurtemberg,4004,\N,BUSSARD,Germany,"",PBW
N,Polizeihubschrauberstaffel Bayern,4005,\N,POLICE EDELWEISS,Germany,"",EDL
N,Polizeihubschrauberstaffel Brandenburg,4006,\N,ADEBAR,Germany,"",PBB
N,Polizeihubschrauberstaffel Hessen,4007,\N,IBIS,Germany,"",PHH
N,Polizeihubschrauberstaffel Mecklenburg-Vorpommern,4008,\N,POLICE MERLIN,Germany,"",PMV
N,Polizeihubschrauberstaffel Sachsen,4009,\N,PASSAT,Germany,"",PHS
N,Polizeihubschrauberstaffel Thuringen,4010,\N,HABICHT,Germany,"",HBT
N,Polo Aviation,4011,\N,CHUKKA,United Kingdom,"",CUK
N,Polynesian Air-Ways,4012,\N,POLYAIR,United States,"",PLA
N,Polynesian Blue,4014,\N,POLYBLUE,New Zealand,DJ,PLB
N,Polyot Sirena,4015,\N,"",Russia,1U,""
N,Pond Air Express,4016,\N,POND AIR,United States,"",PND
N,Pont International Airline Services,4017,\N,PONT,Suriname,"",PSI
N,Pool Aviation,4018,\N,POOLEX,United Kingdom,"",PLX
N,Port Townsend Airways,4019,\N,TOWNSEND,United States,"",PTQ
N,Porteadora De Cosola,4020,\N,PORTEADORA,Mexico,"",POR
N,Portuguese Air Force,4023,\N,PORTUGUESE AIR FORCE,Portugal,"",AFP
N,Portuguese Army,4024,\N,PORTUGUESE ARMY,Portugal,"",POA
N,Portuguese Navy,4025,\N,PORTUGUESE NAVY,Portugal,"",PON
N,Potosina Del Aire,4027,\N,POTOSINA,Mexico,"",PSN
N,Powell Air,4028,\N,POWELL AIR,Canada,"",PWL
N,Prairie Flying Service,4029,\N,PRAIRIE,United States,"",PFS
N,Pratt and Whitney Canada,4030,\N,PRATT,Canada,"",PWC
N,Precision Airlines,4032,\N,PRECISION,United States,"",PRE
N,Premiair,4033,\N,BALLISTIC,Luxembourg,"",BAT
N,Premiair Aviation Services,4034,\N,PREMIERE,United Kingdom,"",PGL
N,Premiair Fliyng Club,4035,\N,ADUR,United Kingdom,"",PME
N,Premium Air Shuttle,4036,\N,BLUE SHUTTLE,Nigeria,"",EMI
N,Premium Aviation,4037,\N,PREMIUM,Germany,"",PMU
N,Presidence Du Faso,4038,\N,"",Burkina Faso,"",BFA
N,Presidencia de La Republica de Guinea Ecuatorial,4039,\N,"",Equatorial Guinea,"",ONM
N,President Airlines,4040,null,"",Cambodia,TO,PSD
N,Presidential Aviation,4041,\N,PRESIDENTIAL,United States,"",PRD
N,Priester Aviation,4042,\N,PRIESTER,United States,"",PWA
N,Primair,4043,\N,PRIMAVIA,Russia,"",PMM
N,Primaris Airlines,4044,\N,WHITECAP,United States,FE,WCP
N,Primas Courier,4045,\N,PRIMAC,United States,"",PMC
N,Primavia Limited,4046,\N,CARRIERS,United Kingdom,"",CRY
N,Prime Air,4047,\N,PRIME AIR,United States,"",PRM
N,Prime Aviation,4048,\N,PRAVI,Kazakhstan,"",PKZ
N,Prince Edward Air,4049,\N,COMET,Canada,"",CME
N,Princely Jets,4050,\N,PRINCELY JETS,Pakistan,"",PJP
N,Princess Air,4051,\N,"","",8Q,""
N,Princeton Aviation Corporation,4052,\N,PRINCETON,United States,"",PCN
N,Priority Air Charter,4053,\N,PRIORITY AIR,United States,"",PRY
N,Priority Air Transport,4054,\N,PAT,United States,"",PAT
N,Priority Aviation Company,4055,\N,BANKCHECK,United States,"",BCK
N,Private Jet Expeditions,4057,\N,PEE JAY,United States,"",PJE
N,Private Jet Management,4058,\N,PRIVATE FLIGHT,United States,"",PJA
N,Private Wings Flugcharter,4059,\N,PRIVATE WINGS,Germany,8W,PWF
N,Privilege Style L,4060,\N,PRIVILEGE,Spain,"",PVG
N,Pro Air,4061,\N,PROHAWK,United States,"",PRH
N,Pro Air Service,4062,\N,POP-AIR,United States,"",PSZ
N,Probiz Guinee,4063,\N,PROBIZ,Guinea,"",GIY
N,Professional Express Courier Service,4064,\N,AIR PROFESSIONAL,United States,"",PAD
N,Professione VOlare,4065,\N,VOLARE,Italy,"",PVL
N,Promotora Industria Totolapa,4067,\N,TOTOLAPA,Mexico,"",PTT
N,Propair,4068,\N,PROPAIR,Canada,"",PRO
N,Propflight Air Services,4069,\N,PROFLIGHT-ZAMBIA,Zambia,"",PFZ
N,Propheter Aviation,4070,\N,AIR PROP,United States,"",PPA
N,Proteus Helicopteres,4071,\N,PROTEUS,France,"",PTH
N,Providence Airline,4072,\N,PLANTATION,United States,"",PTL
N,Providence Aviation Services,4073,\N,"",Pakistan,"",AWD
N,Provincial Airlines,4074,\N,SPEEDAIR,Canada,"",SPR
N,Provincial Express,4075,\N,PROVINCIAL,Canada,"",PRV
N,PRT Aviation,3841,\N,PRONTO,Spain,"",PRP
N,PSA Airlines,3842,\N,BLUE STREAK,United States,"",JIA
N,Pskovavia,4076,\N,PSKOVAVIA,Russia,"",PSW
N,Psudiklat Perhubungan Udara/PLP,4077,\N,UDARA,Indonesia,"",UDA
N,Ptarmigan Airways,4078,\N,PTARMIGAN,Canada,"",PTA
N,PTL Luftfahrtunternehemen,3843,\N,KING STAR,Germany,"",KST
N,Publiservicios Aereos,4079,\N,PUBLISERVICIOS,Mexico,"",PSP
N,Publivoo,4080,\N,PUBLIVOO,Portugal,"",PUV
N,Puerto Rico National Guard,4081,\N,"",United States,"",PNG
N,Puerto Vallarta Taxi Aereo,4082,\N,TAXIVALLARTA,Mexico,"",TXV
N,Pulkovo Aircraft Services,4083,\N,"",Russia,"",PGH
N,Puma Linhas Aereas,4084,\N,PUMA BRASIL,Brazil,"",PLY
N,Puntavia Air Services,4085,\N,PUNTAVIA,Djibouti,"",PTV
N,Punto Fa,4086,\N,MANGO,Spain,"",MGO
N,Pyramid Air Lines,4087,\N,PYAIR,Egypt,"",PYR
N,Qanot Sharq,4088,\N,QANAT SHARQ,Uzbekistan,"",QNT
N,Qatar Air Cargo,4090,\N,QATAR CARGO,Qatar,"",QAC
N,Qatar Amiri Flight,4092,\N,AMIRI,Qatar,"",QAF
N,Qeshm Air,4093,\N,QESHM AIR,Iran,"",IRQ
N,Quantex Environmental,4094,\N,AIR QUANTEX,Canada,"",QTX
N,Quebec Government Air Service,4095,\N,QUEBEC,Canada,"",QUE
N,Queen Air,4096,\N,QUEEN AIR,Dominican Republic,"",QNA
N,Quest Diagnostics,4097,\N,LABQUEST,United States,"",LBQ
N,Quick Air Jet Charter,4098,\N,DAGOBERT,Germany,"",QAJ
N,Quick Airways Holland,4099,\N,QUICK,Netherlands,"",QAH
N,Quisqueya Airlines,4100,\N,QUISQUEYA,Haiti,"",QAS
N,Qurinea Air Service,4101,\N,QURINEA AIR,Libya,"",QAQ
N,Qwest Commuter Corporation,4102,\N,QWEST AIR,United States,"",QCC
N,Qwestair,4103,\N,"",Australia,"",QWA
N,Qwila Air,4104,\N,Q-CHARTER,South Africa,"",QWL
N,RA Jet Aeroservicios,4105,\N,RA JET,Mexico,"",RJT
N,Rabbit-Air,4131,\N,RABBIT,Switzerland,"",RBB
N,Race Cargo Airlines,4132,\N,Fastcargo,Ghana,"",ACE
N,Rader Aviation,4133,\N,GREENBRIER AIR,United States,"",GBR
N,Radixx Solutions International,4134,\N,"",United States,1D,""
N,RAF Barkston Heath,4107,\N,"",United Kingdom,"",BKH
N,RAF Leuchars,4115,\N,LEUCHARS,United Kingdom,"",LCS
N,RAF Scampton,4120,\N,SCAMPTON,United Kingdom,"",SMZ
N,RAF St Athan,4121,\N,SAINT ATHAN,United Kingdom,"",STN
N,RAF St Mawgan Search and Rescue,4122,\N,"",United Kingdom,"",SMG
N,RAF Topcliffe Flying Training Unit,4123,\N,TOPCLIFFE,United Kingdom,"",TOF
N,RAF Valley Flying Training Unit,4124,\N,ANGLESEY,United Kingdom,"",VYT
N,RAF Valley SAR Training Unit,4125,\N,"",United Kingdom,"",VLL
N,RAF-Avia,4128,\N,MITAVIA,Latvia,"",MTL
N,Raji Airlines,4135,\N,RAJI,Pakistan,"",RAJ
N,RAK Airways,4129,\N,RAKAIR,United Arab Emirates,"",RKM
N,Raleigh Flying Service,4136,\N,RALEIGH SERVICE,United States,"",RFA
N,Ram Air Freight,4137,\N,RAM EXPRESS,United States,"",REX
N,Ram Aircraft Corporation,4138,\N,RAM FLIGHT,United States,"",RMT
N,Ramp 66,4139,\N,PELICAN,United States,"",PPK
N,Rangemile Limited,4140,\N,RANGEMILE,United Kingdom,"",RGM
N,Raslan Air Service,4141,\N,RASLAN,Egypt,"",MWR
N,Rath Aviaton,4142,\N,RATH AVIATION,Austria,"",RAQ
N,Ratkhan Air,4143,\N,LORRY,Kazakhstan,"",CSM
N,Raven Air,4144,\N,RAVEN,United Kingdom,"",RVR
N,Raven Air,4145,\N,RAVEN U-S,United States,"",RVN
N,Ray Aviation,4146,\N,RAY AVIATION,Israel,"",REI
N,Raya Jet,4147,\N,"",Jordan,"",RYT
N,Raytheon Aircraft Company,4148,\N,RAYTHEON,United States,"",RTN
N,Raytheon Corporate Jets,4149,\N,NEWPIN,United Kingdom,"",RCJ
N,Raytheon Travel Air,4150,\N,KANSAS,United States,"",KSS
N,Real Aero Club De Baleares,4151,\N,BALEARES,Spain,"",RCB
N,Real Aero Club de Reus-Costa Dorado,4152,\N,AEROREUS,Spain,"",CDT
N,Real Aeroclub De Ternerife,4153,\N,AEROCLUB,Spain,"",RCD
N,Real Aviation,4154,\N,REAL,Ghana,"",RLV
N,Rebus,4155,\N,REBUS,Bulgaria,"",REB
N,Red Arrows Display Squadron,4313,\N,RED ARROWS,United Kingdom,"",SAK
N,Red Aviation,4156,\N,PASSION,United Kingdom,"",PSH
N,Red Baron Aviation,4157,\N,RED BARON,United States,"",RBN
N,Red Devils Parachute Display Team,4158,\N,RED DEVILS,United Kingdom,"",DEV
N,Red Jet America,16715,"","",United States,RR,\N
N,Red Sea Aviation,4159,\N,RED AVIATION,Egypt,"",RDV
N,Red Sky Ventures,4160,\N,RED SKY,Namibia,"",RSV
N,Red Star,4161,\N,STARLINE,United Arab Emirates,"",STR
N,Redding Aero Enterprises,1517,\N,BOXER,United States,"",BXR
N,Redhill Aviation,4162,\N,REDAIR,United Kingdom,8L,RHC
N,Reed Aviation,4163,\N,REED AVIATION,United Kingdom,"",RAV
N,Reef Air,4164,\N,REEF AIR,New Zealand,"",REF
N,Reem Air,4165,\N,REEM AIR,Kyrgyzstan,V4,REK
N,Reeve Aleutian Airways,4166,\N,REEVE,United States,"",RVV
N,Regal Bahamas International Airways,4167,\N,CALYPSO,Bahamas,"",RBH
N,Regency Airlines,4168,\N,REGENCY,United States,"",RGY
N,Regent Air,4169,\N,REGENT,Canada,"",RAH
N,Regio Air,4170,\N,GERMAN LINK,Germany,"",RAG
N,Region Air,4171,\N,REGIONAIR,Canada,"",RGR
N,Regional 1,4172,\N,TRANSCANADA,Canada,"",TSH
N,Regional Air,4173,\N,"",Mauritania,"",RIL
N,Regional Air Express,4174,\N,REGIONAL WINGS,Germany,"",REW
N,Regional Air Lines,4175,\N,MAROC REGIONAL,Morocco,"",RGL
N,Regional Air Services,4176,\N,REGIONAL SERVICES,Tanzania,"",REG
N,Regional Geodata Air,4179,\N,GEODATA,Spain,"",JJM
N,RegionsAir,4180,\N,CORP-X,United States,3C,CEA
N,Reliance Aviation,4181,\N,RELIANCE AIR,United States,"",REL
N,Reliant Airlines,4182,\N,RELIANT,United States,"",RLT
N,Relief Transport Services,4183,\N,RELIEF,United Kingdom,"",RTS
N,Renan,4184,\N,RENAN,Moldova,"",RAN
N,Reno Air,4185,\N,RENO AIR,United States,QQ,ROA
N,Reno Sky,10367,"","",United States,RY,\N
N,Renown Aviation,4186,\N,RENOWN,United States,"",RGS
N,Republic of Singapore Air Force,4308,\N,SINGA,Singapore,"",SAF
N,Republicair,4189,\N,REPUBLICAIR,Mexico,"",RBC
N,Resort Air,4190,\N,RESORT AIR,United States,"",RST
N,Rheintalflug,6856,"",Rheintal,Austria,"",RTL
N,Rhoades Aviation,4191,\N,RHOADES EXPRESS,United States,"",RDS
N,Riau Airlines,4192,\N,RIAU AIR,Indonesia,"",RIU
N,Rich International Airways,4193,\N,RICHAIR,United States,"",RIA
N,Richards Aviation,4194,\N,RIVER CITY,United States,"",RVC
N,Richardson's Airway,4195,\N,RICHARDSON,United States,"",RIC
N,Richland Aviation,4196,\N,RICHLAND,United States,"",RCA
N,Rick Lucas Helicopters,4197,\N,HELIPRO,New Zealand,"",HPR
N,Rico Linhas A,4198,\N,RICO,Brazil,C7,RLE
N,Ridder Avia,4199,\N,AKRID,Kazakhstan,"",RID
N,Riga Airclub,4200,\N,SPORT CLUB,Latvia,"",RAK
N,Rijnmond Air Services,4201,\N,RIJNMOND,Netherland,"",RAZ
N,Rikspolisstyrelsen,4202,\N,"",Sweden,"",POL
N,Rimrock Airlines,4203,\N,RIMROCK,United States,"",RIM
N,Rio Air Express,4204,\N,RIO EXPRESS,Brazil,"",SKA
N,Rio Airways,4205,\N,RIO,United States,"",REO
N,Rio Grande Air,4206,\N,GRANDE,United States,E2,GRN
N,Rio Sul Servi,4207,\N,RIO SUL,Brazil,SL,RSL
N,River Ministries Air Charter,4208,\N,RIVER,South Africa,"",RVM
N,River State Government of Nigeria,4209,\N,GARDEN CITY,Nigeria,"",RGP
N,Rivne Universal Avia,4210,\N,RIVNE UNIVERSAL,Ukraine,"",UNR
N,Roadair Lines,4211,\N,ROADAIR,Canada,"",RDL
N,Robin Hood Aviation,8434,"",Sherwood,Austria,"",RHA
N,Robinton Aero,4212,\N,ROBIN,Dominican Republic,"",RBT
N,Roblex Aviation,4213,\N,ROBLEX,United States,"",ROX
N,Rockwell Collins Avionics,4214,\N,ROCKWELL,United States,"",RKW
N,Rocky Mountain Airlines,4215,\N,"",Canada,"",ROC
N,Rocky Mountain Airways,4216,\N,ROCKY MOUNTAIN,United States,"",RMA
N,Rocky Mountain Holdings,4217,\N,LIFECARE,United States,"",LIF
N,Rodze Air,4218,\N,RODZE AIR,Nigeria,"",RDZ
N,Rog-Air,4219,\N,AIR FRONTIER,Canada,"",FAD
N,Rollright Aviation,4220,\N,ROLLRIGHT,United Kingdom,"",RRZ
N,Rolls-Royce Limited,4221,\N,MERLIN,United Kingdom,"",RRL
N,Rolls-Royce plc,4222,\N,ROLLS,United Kingdom,"",BTU
N,Romanian Air Force,4223,\N,ROMAF,Romania,"",ROF
N,Romavia,4224,\N,AEROMAVIA,Romania,"",RMV
N,Ronso,4225,\N,RONSO,Mexico,"",RNS
N,Roraima Airways,4226,\N,RORAIMA,Guyana,"",ROR
N,Rosneft-Baltika,4227,\N,ROSBALT,Russia,"",RNB
N,Ross Aviation,4228,\N,ENERGY,United States,"",NRG
N,Rossair,4229,\N,"",Australia,"",RFS
N,Rossair,4230,\N,ROSS CHARTER,South Africa,"",RSS
